Season,Week,Date,Tm_Name,Tm_Pts,Home,Opp_Name,Opp_Pts,Spread,Total,True_Total,Over,Under,Push
2019,17,2019-12-29,MIN,19,1,CHI,21,5.0,36.5,40,1,0,0
2019,17,2019-12-29,NWE,24,1,MIA,27,-17.5,46.0,51,1,0,0
2019,17,2019-12-29,NYG,17,1,PHI,34,4.0,44.0,51,1,0,0
2019,17,2019-12-29,RAM,31,1,CRD,24,-7.0,46.0,55,1,0,0
2019,17,2019-12-29,RAV,28,1,PIT,10,2.0,35.0,38,1,0,0
2019,17,2019-12-29,SEA,21,1,SFO,26,3.5,47.0,47,0,0,1
2019,17,2019-12-29,TAM,22,1,ATL,28,-1.0,48.0,50,1,0,0
2020,1,2020-09-13,ATL,25,1,SEA,38,-1.0,49.5,63,1,0,0
2020,1,2020-09-13,BUF,27,1,NYJ,17,-6.5,39.5,44,1,0,0
2020,1,2020-09-13,CAR,30,1,RAI,34,3.0,48.0,64,1,0,0
2020,1,2020-09-13,CIN,13,1,SDG,16,2.5,41.5,29,0,1,0
2020,1,2020-09-14,DEN,14,1,OTI,16,3.5,41.5,30,0,1,0
2020,1,2020-09-13,DET,23,1,CHI,27,-2.5,42.5,50,1,0,0
2020,1,2020-09-13,JAX,27,1,CLT,20,7.0,44.0,47,1,0,0
2020,1,2020-09-10,KAN,34,1,HTX,20,-9.5,53.5,54,1,0,0
2020,1,2020-09-13,MIN,34,1,GNB,43,-1.0,44.0,77,1,0,0
2020,1,2020-09-13,NOR,34,1,TAM,23,-4.0,48.5,57,1,0,0
2020,1,2020-09-13,NWE,21,1,MIA,11,-7.5,41.5,32,0,1,0
2020,1,2020-09-14,NYG,16,1,PIT,26,6.0,44.0,42,0,1,0
2020,1,2020-09-13,RAM,20,1,DAL,17,-1.0,52.0,37,0,1,0
2020,1,2020-09-13,RAV,38,1,CLE,6,-7.0,47.0,44,0,1,0
2020,1,2020-09-13,SFO,20,1,CRD,24,-7.0,48.5,44,0,1,0
2020,1,2020-09-13,WAS,27,1,PHI,17,5.5,41.5,44,1,0,0
2020,2,2020-09-20,CHI,17,1,NYG,13,-4.5,42.5,30,0,1,0
2020,2,2020-09-17,CLE,35,1,CIN,30,-6.0,44.5,65,1,0,0
2020,2,2020-09-20,CLT,28,1,MIN,11,-3.5,49.0,39,0,1,0
2020,2,2020-09-20,CRD,30,1,WAS,15,-7.5,46.5,45,0,1,0
2020,2,2020-09-20,DAL,40,1,ATL,39,-3.0,53.0,79,1,0,0
2020,2,2020-09-20,GNB,42,1,DET,21,-7.0,51.0,63,1,0,0
2020,2,2020-09-20,HTX,16,1,RAV,33,7.5,49.5,49,0,1,0
2020,2,2020-09-20,MIA,28,1,BUF,31,5.5,42.5,59,1,0,0
2020,2,2020-09-20,NYJ,13,1,SFO,31,7.0,41.5,44,1,0,0
2020,2,2020-09-20,OTI,33,1,JAX,30,-7.0,44.5,63,1,0,0
2020,2,2020-09-20,PHI,19,1,RAM,37,-2.0,46.0,56,1,0,0
2020,2,2020-09-20,PIT,26,1,DEN,21,-6.0,41.0,47,1,0,0
2020,2,2020-09-21,RAI,34,1,NOR,24,4.0,47.5,58,1,0,0
2020,2,2020-09-20,SDG,20,1,KAN,23,8.5,47.0,43,0,1,0
2020,2,2020-09-20,SEA,35,1,NWE,30,-4.0,45.0,65,1,0,0
2020,2,2020-09-20,TAM,31,1,CAR,17,-7.5,47.0,48,1,0,0
2020,3,2020-09-27,ATL,26,1,CHI,30,-2.5,46.0,56,1,0,0
2020,3,2020-09-27,BUF,35,1,RAM,32,-1.5,46.5,67,1,0,0
2020,3,2020-09-27,CLE,34,1,WAS,20,-7.5,45.0,54,1,0,0
2020,3,2020-09-27,CLT,36,1,NYJ,7,-12.5,44.0,43,0,1,0
2020,3,2020-09-27,CRD,23,1,DET,26,-4.5,55.5,49,0,1,0
2020,3,2020-09-27,DEN,10,1,TAM,28,6.0,42.5,38,0,1,0
2020,3,2020-09-24,JAX,13,1,MIA,31,-2.5,49.5,44,0,1,0
2020,3,2020-09-27,MIN,30,1,OTI,31,3.0,49.5,61,1,0,0
2020,3,2020-09-27,NOR,30,1,GNB,37,-3.5,52.0,67,1,0,0
2020,3,2020-09-27,NWE,36,1,RAI,20,-7.0,47.0,56,1,0,0
2020,3,2020-09-27,NYG,9,1,SFO,36,3.0,44.0,45,1,0,0
2020,3,2020-09-27,PHI,23,1,CIN,23,-5.5,46.5,46,0,1,0
2020,3,2020-09-27,PIT,28,1,HTX,21,-3.5,46.5,49,1,0,0
2020,3,2020-09-28,RAV,20,1,KAN,34,-3.5,55.0,54,0,1,0
2020,3,2020-09-27,SDG,16,1,CAR,21,-6.0,43.5,37,0,1,0
2020,3,2020-09-27,SEA,38,1,DAL,31,-5.5,58.0,69,1,0,0
2020,4,2020-10-04,CAR,31,1,CRD,21,3.0,52.5,52,0,1,0
2020,4,2020-10-04,CHI,11,1,CLT,19,3.5,43.5,30,0,1,0
2020,4,2020-10-04,CIN,33,1,JAX,25,-1.0,50.0,58,1,0,0
2020,4,2020-10-04,DAL,38,1,CLE,49,-3.5,56.5,87,1,0,0
2020,4,2020-10-04,DET,29,1,NOR,35,3.0,51.5,64,1,0,0
2020,4,2020-10-05,GNB,30,1,ATL,16,-5.0,56.5,46,0,1,0
2020,4,2020-10-04,HTX,23,1,MIN,31,-3.5,52.5,54,1,0,0
2020,4,2020-10-05,KAN,26,1,NWE,10,-11.0,48.5,36,0,1,0
2020,4,2020-10-04,MIA,23,1,SEA,31,4.5,55.0,54,0,1,0
2020,4,2020-10-01,NYJ,28,1,DEN,37,-1.0,41.0,65,1,0,0
2020,4,2020-10-04,RAI,23,1,BUF,30,3.0,53.0,53,0,0,1
2020,4,2020-10-04,RAM,17,1,NYG,9,-13.5,50.0,26,0,1,0
2020,4,2020-10-04,SFO,20,1,PHI,25,-8.5,45.5,45,0,1,0
2020,4,2020-10-04,TAM,38,1,SDG,31,-7.5,42.5,69,1,0,0
2020,4,2020-10-04,WAS,17,1,RAV,31,14.5,45.0,48,1,0,0
2020,5,2020-10-11,ATL,16,1,CAR,23,-2.5,53.5,39,0,1,0
2020,5,2020-10-08,CHI,20,1,TAM,19,3.5,44.0,39,0,1,0
2020,5,2020-10-11,CLE,32,1,CLT,23,-1.0,48.5,55,1,0,0
2020,5,2020-10-11,DAL,37,1,NYG,34,-7.5,52.0,71,1,0,0
2020,5,2020-10-11,HTX,30,1,JAX,14,-6.5,55.0,44,0,1,0
2020,5,2020-10-11,KAN,32,1,RAI,40,-11.0,54.5,72,1,0,0
2020,5,2020-10-12,NOR,30,1,SDG,27,-7.0,49.5,57,1,0,0
2020,5,2020-10-11,NYJ,10,1,CRD,30,7.0,48.5,40,0,1,0
2020,5,2020-10-13,OTI,42,1,BUF,16,3.0,52.0,58,1,0,0
2020,5,2020-10-11,PIT,38,1,PHI,29,-7.5,44.0,67,1,0,0
2020,5,2020-10-11,RAV,27,1,CIN,3,-12.5,49.0,30,0,1,0
2020,5,2020-10-11,SEA,27,1,MIN,26,-6.5,54.0,53,0,1,0
2020,5,2020-10-11,SFO,17,1,MIA,43,-8.5,50.5,60,1,0,0
2020,5,2020-10-11,WAS,10,1,RAM,30,7.0,45.0,40,0,1,0
2020,6,2020-10-19,BUF,17,1,KAN,26,5.5,55.0,43,0,1,0
2020,6,2020-10-18,CAR,16,1,CHI,23,-2.0,45.0,39,0,1,0
2020,6,2020-10-18,CLT,31,1,CIN,27,-7.5,46.0,58,1,0,0
2020,6,2020-10-19,DAL,10,1,CRD,38,-1.0,55.5,48,0,1,0
2020,6,2020-10-18,JAX,16,1,DET,34,3.0,52.5,50,0,1,0
2020,6,2020-10-18,MIA,24,1,NYJ,0,-10.0,46.0,24,0,1,0
2020,6,2020-10-18,MIN,23,1,ATL,40,-3.5,53.5,63,1,0,0
2020,6,2020-10-18,NWE,12,1,DEN,18,-7.0,43.5,30,0,1,0
2020,6,2020-10-18,NYG,20,1,WAS,19,-2.0,42.5,39,0,1,0
2020,6,2020-10-18,OTI,42,1,HTX,36,-4.0,52.0,78,1,0,0
2020,6,2020-10-18,PHI,28,1,RAV,30,10.5,46.5,58,1,0,0
2020,6,2020-10-18,PIT,38,1,CLE,7,-3.0,50.0,45,0,1,0
2020,6,2020-10-18,SFO,24,1,RAM,16,2.5,51.0,40,0,1,0
2020,6,2020-10-18,TAM,38,1,GNB,10,3.0,55.0,48,0,1,0
2020,7,2020-10-25,ATL,22,1,DET,23,-1.0,54.0,45,0,1,0
2020,7,2020-10-25,CIN,34,1,CLE,37,4.5,50.0,71,1,0,0
2020,7,2020-10-25,CRD,37,1,SEA,34,3.5,55.5,71,1,0,0
2020,7,2020-10-25,DEN,16,1,KAN,43,7.0,46.0,59,1,0,0
2020,7,2020-10-25,HTX,20,1,GNB,35,2.5,55.5,55,0,1,0
2020,7,2020-10-25,NOR,27,1,CAR,24,-7.0,49.5,51,1,0,0
2020,7,2020-10-25,NWE,6,1,SFO,33,-3.0,44.5,39,0,1,0
2020,7,2020-10-25,NYJ,10,1,BUF,18,9.5,47.0,28,0,1,0
2020,7,2020-10-25,OTI,24,1,PIT,27,-1.0,51.0,51,0,0,1
2020,7,2020-10-22,PHI,22,1,NYG,21,-5.0,44.5,43,0,1,0
2020,7,2020-10-25,RAI,20,1,TAM,45,3.5,51.5,65,1,0,0
2020,7,2020-10-26,RAM,24,1,CHI,10,-6.5,44.0,34,0,1,0
2020,7,2020-10-25,SDG,39,1,JAX,29,-8.0,48.0,68,1,0,0
2020,7,2020-10-25,WAS,25,1,DAL,3,1.0,44.5,28,0,1,0
2020,8,2020-11-01,BUF,24,1,NWE,21,-4.0,41.0,45,1,0,0
2020,8,2020-10-29,CAR,17,1,ATL,25,-1.5,52.0,42,0,1,0
2020,8,2020-11-01,CHI,23,1,NOR,26,5.5,41.0,49,1,0,0
2020,8,2020-11-01,CIN,31,1,OTI,20,7.5,49.5,51,1,0,0
2020,8,2020-11-01,CLE,6,1,RAI,16,-1.0,48.0,22,0,1,0
2020,8,2020-11-01,DEN,31,1,SDG,30,3.0,44.5,61,1,0,0
2020,8,2020-11-01,DET,21,1,CLT,41,3.5,49.0,62,1,0,0
2020,8,2020-11-01,GNB,22,1,MIN,28,-5.5,47.0,50,1,0,0
2020,8,2020-11-01,KAN,35,1,NYJ,9,-20.0,49.0,44,0,1,0
2020,8,2020-11-01,MIA,28,1,RAM,17,3.5,46.5,45,0,1,0
2020,8,2020-11-02,NYG,23,1,TAM,25,13.0,47.0,48,1,0,0
2020,8,2020-11-01,PHI,23,1,DAL,9,-10.5,43.0,32,0,1,0
2020,8,2020-11-01,RAV,24,1,PIT,28,-4.0,44.0,52,1,0,0
2020,8,2020-11-01,SEA,37,1,SFO,27,-1.0,54.5,64,1,0,0
2020,9,2020-11-08,ATL,34,1,DEN,27,-4.5,50.5,61,1,0,0
2020,9,2020-11-08,BUF,44,1,SEA,34,3.0,55.5,78,1,0,0
2020,9,2020-11-08,CLT,10,1,RAV,24,-1.0,47.5,34,0,1,0
2020,9,2020-11-08,CRD,31,1,MIA,34,-6.0,49.0,65,1,0,0
2020,9,2020-11-08,DAL,19,1,PIT,24,14.0,44.0,43,0,1,0
2020,9,2020-11-08,JAX,25,1,HTX,27,7.0,49.0,52,1,0,0
2020,9,2020-11-08,KAN,33,1,CAR,31,-10.0,51.5,64,1,0,0
2020,9,2020-11-08,MIN,34,1,DET,20,-3.0,51.5,54,1,0,0
2020,9,2020-11-09,NYJ,27,1,NWE,30,9.0,42.0,57,1,0,0
2020,9,2020-11-08,OTI,24,1,CHI,17,-6.5,46.5,41,0,1,0
2020,9,2020-11-08,SDG,26,1,RAI,31,1.0,52.5,57,1,0,0
2020,9,2020-11-05,SFO,17,1,GNB,34,6.0,48.5,51,1,0,0
2020,9,2020-11-08,TAM,3,1,NOR,38,-3.0,51.0,41,0,1,0
2020,9,2020-11-08,WAS,20,1,NYG,23,-3.0,43.5,43,0,1,0
2020,10,2020-11-15,CAR,23,1,TAM,46,6.0,49.5,69,1,0,0
2020,10,2020-11-16,CHI,13,1,MIN,19,3.5,44.5,32,0,1,0
2020,10,2020-11-15,CLE,10,1,HTX,7,-4.5,46.5,17,0,1,0
2020,10,2020-11-15,CRD,32,1,BUF,30,-3.0,56.0,62,1,0,0
2020,10,2020-11-15,DET,30,1,WAS,27,-2.5,45.5,57,1,0,0
2020,10,2020-11-15,GNB,24,1,JAX,20,-13.5,47.5,44,0,1,0
2020,10,2020-11-15,MIA,29,1,SDG,21,-1.5,49.0,50,1,0,0
2020,10,2020-11-15,NOR,27,1,SFO,13,-9.5,50.0,40,0,1,0
2020,10,2020-11-15,NWE,23,1,RAV,17,7.0,44.0,40,0,1,0
2020,10,2020-11-15,NYG,27,1,PHI,17,5.0,46.5,44,0,1,0
2020,10,2020-11-12,OTI,17,1,CLT,34,1.0,49.5,51,1,0,0
2020,10,2020-11-15,PIT,36,1,CIN,10,-6.5,46.0,46,0,0,1
2020,10,2020-11-15,RAI,37,1,DEN,12,-3.5,50.0,49,0,1,0
2020,10,2020-11-15,RAM,23,1,SEA,16,-3.0,55.0,39,0,1,0
2020,11,2020-11-22,CAR,20,1,DET,0,3.0,47.0,20,0,1,0
2020,11,2020-11-22,CLE,22,1,PHI,17,-2.5,45.5,39,0,1,0
2020,11,2020-11-22,CLT,34,1,GNB,31,-1.5,52.5,65,1,0,0
2020,11,2020-11-22,DEN,20,1,MIA,13,4.0,46.0,33,0,1,0
2020,11,2020-11-22,HTX,27,1,NWE,20,2.5,49.5,47,0,1,0
2020,11,2020-11-22,JAX,3,1,PIT,27,11.0,47.5,30,0,1,0
2020,11,2020-11-22,MIN,28,1,DAL,31,-7.0,49.5,59,1,0,0
2020,11,2020-11-22,NOR,24,1,ATL,9,-3.5,49.5,33,0,1,0
2020,11,2020-11-22,RAI,31,1,KAN,35,7.5,56.5,66,1,0,0
2020,11,2020-11-22,RAV,24,1,OTI,30,-6.0,50.5,54,1,0,0
2020,11,2020-11-22,SDG,34,1,NYJ,28,-10.0,47.0,62,1,0,0
2020,11,2020-11-19,SEA,28,1,CRD,21,-3.0,56.5,49,0,1,0
2020,11,2020-11-23,TAM,24,1,RAM,27,-4.0,47.5,51,1,0,0
2020,11,2020-11-22,WAS,20,1,CIN,9,-2.0,48.0,29,0,1,0
2020,12,2020-11-29,ATL,43,1,RAI,6,3.5,53.0,49,0,1,0
2020,12,2020-11-29,BUF,27,1,SDG,17,-4.5,51.5,44,0,1,0
2020,12,2020-11-29,CIN,17,1,NYG,19,6.5,45.0,36,0,1,0
2020,12,2020-11-29,CLT,26,1,OTI,45,-3.0,51.5,71,1,0,0
2020,12,2020-11-26,DAL,16,1,WAS,41,-2.5,46.0,57,1,0,0
2020,12,2020-11-29,DEN,3,1,NOR,31,17.0,36.5,34,0,1,0
2020,12,2020-11-26,DET,25,1,HTX,41,3.0,52.5,66,1,0,0
2020,12,2020-11-29,GNB,41,1,CHI,25,-7.5,44.0,66,1,0,0
2020,12,2020-11-29,JAX,25,1,CLE,27,7.5,48.0,52,1,0,0
2020,12,2020-11-29,MIN,28,1,CAR,27,-3.0,50.0,55,1,0,0
2020,12,2020-11-29,NWE,20,1,CRD,17,1.0,51.0,37,0,1,0
2020,12,2020-11-29,NYJ,3,1,MIA,20,7.5,46.5,23,0,1,0
2020,12,2020-11-30,PHI,17,1,SEA,23,6.5,50.0,40,0,1,0
2020,12,2020-12-02,PIT,19,1,RAV,14,-10.0,42.0,33,0,1,0
2020,12,2020-11-29,RAM,20,1,SFO,23,-5.0,45.0,43,0,1,0
2020,12,2020-11-29,TAM,24,1,KAN,27,3.5,56.0,51,0,1,0
2020,13,2020-12-06,ATL,16,1,NOR,21,2.5,46.5,37,0,1,0
2020,13,2020-12-06,CHI,30,1,DET,34,-3.0,44.0,64,1,0,0
2020,13,2020-12-06,CRD,28,1,RAM,38,2.5,49.0,66,1,0,0
2020,13,2020-12-06,GNB,30,1,PHI,16,-8.0,50.0,46,0,1,0
2020,13,2020-12-06,HTX,20,1,CLT,26,3.5,50.0,46,0,1,0
2020,13,2020-12-06,KAN,22,1,DEN,16,-13.0,51.5,38,0,1,0
2020,13,2020-12-06,MIA,19,1,CIN,7,-10.5,43.0,26,0,1,0
2020,13,2020-12-06,MIN,27,1,JAX,24,-10.5,51.5,51,0,1,0
2020,13,2020-12-06,NYJ,28,1,RAI,31,7.5,48.5,59,1,0,0
2020,13,2020-12-06,OTI,35,1,CLE,41,-4.0,54.0,76,1,0,0
2020,13,2020-12-07,PIT,17,1,WAS,23,-6.5,43.5,40,0,1,0
2020,13,2020-12-08,RAV,34,1,DAL,17,-8.0,45.5,51,1,0,0
2020,13,2020-12-06,SDG,0,1,NWE,45,-2.0,46.5,45,0,1,0
2020,13,2020-12-06,SEA,12,1,NYG,17,-11.0,48.5,29,0,1,0
2020,13,2020-12-07,SFO,24,1,BUF,34,-1.5,48.0,58,1,0,0
2020,14,2020-12-13,BUF,26,1,PIT,15,-2.0,48.5,41,0,1,0
2020,14,2020-12-13,CAR,27,1,DEN,32,-4.0,46.5,59,1,0,0
2020,14,2020-12-13,CHI,36,1,HTX,7,1.0,46.5,43,0,1,0
2020,14,2020-12-13,CIN,7,1,DAL,30,3.0,44.0,37,0,1,0
2020,14,2020-12-14,CLE,42,1,RAV,47,3.0,46.0,89,1,0,0
2020,14,2020-12-13,DET,24,1,GNB,31,9.5,55.5,55,0,1,0
2020,14,2020-12-13,JAX,10,1,OTI,31,7.5,52.5,41,0,1,0
2020,14,2020-12-13,MIA,27,1,KAN,33,7.5,52.0,60,1,0,0
2020,14,2020-12-13,NYG,7,1,CRD,26,3.0,47.5,33,0,1,0
2020,14,2020-12-13,PHI,24,1,NOR,21,7.5,43.0,45,1,0,0
2020,14,2020-12-13,RAI,27,1,CLT,44,2.5,52.0,71,1,0,0
2020,14,2020-12-10,RAM,24,1,NWE,3,-5.0,43.5,27,0,1,0
2020,14,2020-12-13,SDG,20,1,ATL,17,-1.0,49.5,37,0,1,0
2020,14,2020-12-13,SEA,40,1,NYJ,3,-16.5,50.5,43,0,1,0
2020,14,2020-12-13,SFO,15,1,WAS,23,-3.0,43.5,38,0,1,0
2020,14,2020-12-13,TAM,26,1,MIN,14,-7.0,52.0,40,0,1,0
2020,15,2020-12-20,ATL,27,1,TAM,31,6.0,49.5,58,1,0,0
2020,15,2020-12-21,CIN,27,1,PIT,17,14.5,40.5,44,1,0,0
2020,15,2020-12-20,CLT,27,1,HTX,20,-7.5,52.5,47,0,1,0
2020,15,2020-12-20,CRD,33,1,PHI,26,-6.5,49.5,59,1,0,0
2020,15,2020-12-20,DAL,41,1,SFO,33,4.0,46.0,74,1,0,0
2020,15,2020-12-19,DEN,19,1,BUF,48,5.5,49.0,67,1,0,0
2020,15,2020-12-19,GNB,24,1,CAR,16,-8.0,51.5,40,0,1,0
2020,15,2020-12-20,MIA,22,1,NWE,12,1.5,40.5,34,0,1,0
2020,15,2020-12-20,MIN,27,1,CHI,33,-2.5,47.5,60,1,0,0
2020,15,2020-12-20,NOR,29,1,KAN,32,2.5,54.0,61,1,0,0
2020,15,2020-12-20,NYG,6,1,CLE,20,6.0,45.0,26,0,1,0
2020,15,2020-12-20,OTI,46,1,DET,25,-9.5,54.5,71,1,0,0
2020,15,2020-12-17,RAI,27,1,SDG,30,-3.5,52.5,57,1,0,0
2020,15,2020-12-20,RAM,20,1,NYJ,23,-17.5,44.5,43,0,1,0
2020,15,2020-12-20,RAV,40,1,JAX,14,-13.0,49.0,54,1,0,0
2020,15,2020-12-20,WAS,15,1,SEA,20,6.0,44.5,35,0,1,0
2020,16,2020-12-26,CRD,12,1,SFO,20,-5.0,48.5,32,0,1,0
2020,16,2020-12-27,DAL,37,1,PHI,17,3.0,50.0,54,1,0,0
2020,16,2020-12-26,DET,7,1,TAM,47,9.5,54.0,54,0,0,1
2020,16,2020-12-27,GNB,40,1,OTI,14,-3.0,52.5,54,1,0,0
2020,16,2020-12-27,HTX,31,1,CIN,37,-7.5,46.0,68,1,0,0
2020,16,2020-12-27,JAX,17,1,CHI,41,9.5,47.0,58,1,0,0
2020,16,2020-12-27,KAN,17,1,ATL,14,-11.0,54.0,31,0,1,0
2020,16,2020-12-25,NOR,52,1,MIN,33,-6.5,48.5,85,1,0,0
2020,16,2020-12-28,NWE,9,1,BUF,38,7.0,47.5,47,0,1,0
2020,16,2020-12-27,NYJ,23,1,CLE,16,6.5,45.0,39,0,1,0
2020,16,2020-12-27,PIT,28,1,CLT,24,1.0,43.5,52,1,0,0
2020,16,2020-12-26,RAI,25,1,MIA,26,3.0,48.0,51,1,0,0
2020,16,2020-12-27,RAV,27,1,NYG,13,-10.0,43.0,40,0,1,0
2020,16,2020-12-27,SDG,19,1,DEN,16,-2.5,47.5,35,0,1,0
2020,16,2020-12-27,SEA,20,1,RAM,9,-1.5,47.5,29,0,1,0
2020,16,2020-12-27,WAS,13,1,CAR,20,1.0,41.5,33,0,1,0
2020,17,2021-01-03,BUF,56,1,MIA,26,3.5,43.0,82,1,0,0
2020,17,2021-01-03,CAR,7,1,NOR,33,6.0,47.0,40,0,1,0
2020,17,2021-01-03,CHI,16,1,GNB,35,4.5,48.0,51,1,0,0
2020,17,2021-01-03,CIN,3,1,RAV,38,13.5,46.0,41,0,1,0
2020,17,2021-01-03,CLE,24,1,PIT,22,-10.5,44.5,46,1,0,0
2020,17,2021-01-03,CLT,28,1,JAX,14,-15.5,47.5,42,0,1,0
2020,17,2021-01-03,DEN,31,1,RAI,32,2.5,50.5,63,1,0,0
2020,17,2021-01-03,DET,35,1,MIN,37,3.0,53.5,72,1,0,0
2020,17,2021-01-03,HTX,38,1,OTI,41,7.0,55.5,79,1,0,0
2020,17,2021-01-03,KAN,21,1,SDG,38,7.0,43.0,59,1,0,0
2020,17,2021-01-03,NWE,28,1,NYJ,14,-3.0,41.0,42,1,0,0
2020,17,2021-01-03,NYG,23,1,DAL,19,1.5,44.5,42,0,1,0
2020,17,2021-01-03,PHI,14,1,WAS,20,6.5,44.0,34,0,1,0
2020,17,2021-01-03,RAM,18,1,CRD,7,-1.0,42.0,25,0,1,0
2020,17,2021-01-03,SFO,23,1,SEA,26,7.0,44.5,49,1,0,0
2020,17,2021-01-03,TAM,44,1,ATL,27,-7.5,51.5,71,1,0,0
2021,1,2021-09-12,ATL,6,1,PHI,32,-3.5,49.0,38,0,1,0
2021,1,2021-09-12,BUF,16,1,PIT,23,-6.5,48.5,39,0,1,0
2021,1,2021-09-12,CAR,19,1,NYJ,14,-4.0,45.0,33,0,1,0
2021,1,2021-09-12,CIN,27,1,MIN,24,3.0,47.5,51,1,0,0
2021,1,2021-09-12,CLT,16,1,SEA,28,3.0,49.0,44,0,1,0
2021,1,2021-09-12,DET,33,1,SFO,41,9.0,45.5,74,1,0,0
2021,1,2021-09-12,HTX,37,1,JAX,21,3.0,45.0,58,1,0,0
2021,1,2021-09-12,KAN,33,1,CLE,29,-5.5,54.5,62,1,0,0
2021,1,2021-09-12,NOR,38,1,GNB,3,3.5,49.5,41,0,1,0
2021,1,2021-09-12,NWE,16,1,MIA,17,-3.0,43.5,33,0,1,0
2021,1,2021-09-12,NYG,13,1,DEN,27,3.0,41.5,40,0,1,0
2021,1,2021-09-12,OTI,13,1,CRD,38,-3.0,53.5,51,0,1,0
2021,1,2021-09-13,RAI,33,1,RAV,27,4.0,50.5,60,1,0,0
2021,1,2021-09-12,RAM,34,1,CHI,14,-8.0,46.5,48,1,0,0
2021,1,2021-09-09,TAM,31,1,DAL,29,-8.5,52.0,60,1,0,0
2021,1,2021-09-12,WAS,16,1,SDG,20,-1.5,45.0,36,0,1,0
2021,2,2021-09-19,CAR,26,1,NOR,7,3.0,44.5,33,0,1,0
2021,2,2021-09-19,CHI,20,1,CIN,17,-1.5,44.5,37,0,1,0
2021,2,2021-09-19,CLE,31,1,HTX,21,-13.5,48.0,52,1,0,0
2021,2,2021-09-19,CLT,24,1,RAM,27,3.5,48.0,51,1,0,0
2021,2,2021-09-19,CRD,34,1,MIN,33,-3.5,50.5,67,1,0,0
2021,2,2021-09-20,GNB,35,1,DET,17,-11.5,48.0,52,1,0,0
2021,2,2021-09-19,JAX,13,1,DEN,23,6.0,45.0,36,0,1,0
2021,2,2021-09-19,MIA,0,1,BUF,35,3.5,47.5,35,0,1,0
2021,2,2021-09-19,NYJ,6,1,NWE,25,6.0,43.0,31,0,1,0
2021,2,2021-09-19,PHI,11,1,SFO,17,3.0,49.0,28,0,1,0
2021,2,2021-09-19,PIT,17,1,RAI,26,-6.0,47.0,43,0,1,0
2021,2,2021-09-19,RAV,36,1,KAN,35,4.0,54.5,71,1,0,0
2021,2,2021-09-19,SDG,17,1,DAL,20,-3.0,55.0,37,0,1,0
2021,2,2021-09-19,SEA,30,1,OTI,33,-6.5,54.0,63,1,0,0
2021,2,2021-09-19,TAM,48,1,ATL,25,-12.5,51.5,73,1,0,0
2021,2,2021-09-16,WAS,30,1,NYG,29,-3.5,40.5,59,1,0,0
2021,3,2021-09-26,BUF,43,1,WAS,21,-7.0,45.5,64,1,0,0
2021,3,2021-09-26,CLE,26,1,CHI,6,-7.5,44.5,32,0,1,0
2021,3,2021-09-27,DAL,41,1,PHI,21,-3.5,51.5,62,1,0,0
2021,3,2021-09-26,DEN,26,1,NYJ,0,-10.0,41.5,26,0,1,0
2021,3,2021-09-26,DET,17,1,RAV,19,7.5,50.5,36,0,1,0
2021,3,2021-09-23,HTX,9,1,CAR,24,9.0,43.5,33,0,1,0
2021,3,2021-09-26,JAX,19,1,CRD,31,7.5,51.5,50,0,1,0
2021,3,2021-09-26,KAN,24,1,SDG,30,-7.0,54.5,54,0,1,0
2021,3,2021-09-26,MIN,30,1,SEA,17,2.0,55.0,47,0,1,0
2021,3,2021-09-26,NWE,13,1,NOR,28,-3.0,42.5,41,0,1,0
2021,3,2021-09-26,NYG,14,1,ATL,17,-3.0,47.5,31,0,1,0
2021,3,2021-09-26,OTI,25,1,CLT,16,-5.5,47.5,41,0,1,0
2021,3,2021-09-26,PIT,10,1,CIN,24,-3.0,43.0,34,0,1,0
2021,3,2021-09-26,RAI,31,1,MIA,28,-4.0,44.0,59,1,0,0
2021,3,2021-09-26,RAM,34,1,TAM,24,1.5,55.5,58,1,0,0
2021,3,2021-09-26,SFO,28,1,GNB,30,-3.0,50.5,58,1,0,0
2021,4,2021-10-03,ATL,30,1,WAS,34,2.0,48.0,64,1,0,0
2021,4,2021-10-03,BUF,40,1,HTX,0,-17.5,47.0,40,0,1,0
2021,4,2021-10-03,CHI,24,1,DET,14,-3.0,41.5,38,0,1,0
2021,4,2021-09-30,CIN,24,1,JAX,21,-7.5,46.5,45,0,1,0
2021,4,2021-10-03,DAL,36,1,CAR,28,-4.0,51.5,64,1,0,0
2021,4,2021-10-03,DEN,7,1,RAV,23,1.0,44.0,30,0,1,0
2021,4,2021-10-03,GNB,27,1,PIT,17,-6.0,44.5,44,0,1,0
2021,4,2021-10-03,MIA,17,1,CLT,27,-2.5,42.5,44,1,0,0
2021,4,2021-10-03,MIN,7,1,CLE,14,1.0,51.5,21,0,1,0
2021,4,2021-10-03,NOR,21,1,NYG,27,-7.0,41.5,48,1,0,0
2021,4,2021-10-03,NWE,17,1,TAM,19,7.0,49.5,36,0,1,0
2021,4,2021-10-03,NYJ,27,1,OTI,24,6.0,44.0,51,1,0,0
2021,4,2021-10-03,PHI,30,1,KAN,42,7.0,54.5,72,1,0,0
2021,4,2021-10-03,RAM,20,1,CRD,37,-4.0,49.5,57,1,0,0
2021,4,2021-10-04,SDG,28,1,RAI,14,-3.0,52.0,42,0,1,0
2021,4,2021-10-03,SFO,21,1,SEA,28,-2.5,52.0,49,0,1,0
