Season,Week,Date,Tm_Name,Tm_Pts,Home,Opp_Name,Opp_Pts,Spread,Total,True_Total,Over,Under,Push
2021,5,2021-10-10,ATL,27,1,NYJ,20,-2.5,45.0,47,1,0,0
2021,5,2021-10-10,CAR,18,1,PHI,21,-3.0,46.0,39,0,1,0
2021,5,2021-10-10,CIN,22,1,GNB,25,3.0,51.0,47,0,1,0
2021,5,2021-10-10,CRD,17,1,SFO,10,-5.0,48.5,27,0,1,0
2021,5,2021-10-10,DAL,44,1,NYG,20,-7.0,52.5,64,1,0,0
2021,5,2021-10-10,HTX,22,1,NWE,25,8.0,39.0,47,1,0,0
2021,5,2021-10-10,JAX,19,1,OTI,37,4.5,48.5,56,1,0,0
2021,5,2021-10-10,KAN,20,1,BUF,38,-2.5,56.5,58,1,0,0
2021,5,2021-10-10,MIN,19,1,DET,17,-10.0,49.5,36,0,1,0
2021,5,2021-10-10,PIT,27,1,DEN,19,1.5,39.5,46,1,0,0
2021,5,2021-10-10,RAI,9,1,CHI,20,-5.5,45.5,29,0,1,0
2021,5,2021-10-11,RAV,31,1,CLT,25,-7.0,46.0,56,1,0,0
2021,5,2021-10-10,SDG,47,1,CLE,42,-2.5,46.5,89,1,0,0
2021,5,2021-10-07,SEA,17,1,RAM,26,2.5,54.5,43,0,1,0
2021,5,2021-10-10,TAM,45,1,MIA,17,-10.0,48.0,62,1,0,0
2021,5,2021-10-10,WAS,22,1,NOR,33,2.5,43.5,55,1,0,0
2021,6,2021-10-17,CAR,28,1,MIN,34,2.5,45.5,62,1,0,0
2021,6,2021-10-17,CHI,14,1,GNB,24,6.0,44.0,38,0,1,0
2021,6,2021-10-17,CLE,14,1,CRD,37,-3.5,48.5,51,1,0,0
2021,6,2021-10-17,CLT,31,1,HTX,3,-10.0,43.5,34,0,1,0
2021,6,2021-10-17,DEN,24,1,RAI,34,-4.0,43.5,58,1,0,0
2021,6,2021-10-17,DET,11,1,CIN,34,3.5,47.0,45,0,1,0
2021,6,2021-10-17,JAX,23,1,MIA,20,3.0,47.0,43,0,1,0
2021,6,2021-10-17,NWE,29,1,DAL,35,3.5,50.5,64,1,0,0
2021,6,2021-10-17,NYG,11,1,RAM,38,9.0,48.5,49,1,0,0
2021,6,2021-10-18,OTI,34,1,BUF,31,6.0,53.5,65,1,0,0
2021,6,2021-10-14,PHI,22,1,TAM,28,7.0,52.5,50,0,1,0
2021,6,2021-10-17,PIT,23,1,SEA,20,-5.0,43.0,43,0,0,1
2021,6,2021-10-17,RAV,34,1,SDG,6,-2.5,51.5,40,0,1,0
2021,6,2021-10-17,WAS,13,1,KAN,31,7.0,54.0,44,0,1,0
2021,7,2021-10-21,CLE,17,1,DEN,14,-1.5,41.5,31,0,1,0
2021,7,2021-10-24,CRD,31,1,HTX,5,-18.0,47.5,36,0,1,0
2021,7,2021-10-24,GNB,24,1,WAS,10,-8.0,48.0,34,0,1,0
2021,7,2021-10-24,MIA,28,1,ATL,30,2.0,47.5,58,1,0,0
2021,7,2021-10-24,NWE,54,1,NYJ,13,-7.0,42.5,67,1,0,0
2021,7,2021-10-24,NYG,25,1,CAR,3,3.0,42.5,28,0,1,0
2021,7,2021-10-24,OTI,27,1,KAN,3,4.0,57.5,30,0,1,0
2021,7,2021-10-24,RAI,33,1,PHI,22,-3.0,48.5,55,1,0,0
2021,7,2021-10-24,RAM,28,1,DET,19,-16.5,50.5,47,0,1,0
2021,7,2021-10-24,RAV,17,1,CIN,41,-6.5,45.5,58,1,0,0
2021,7,2021-10-25,SEA,10,1,NOR,13,4.5,42.5,23,0,1,0
2021,7,2021-10-24,SFO,18,1,CLT,30,-4.0,42.5,48,1,0,0
2021,7,2021-10-24,TAM,38,1,CHI,3,-11.5,47.0,41,0,1,0
2021,8,2021-10-31,ATL,13,1,CAR,19,-3.0,47.0,32,0,1,0
2021,8,2021-10-31,BUF,26,1,MIA,11,-14.0,49.0,37,0,1,0
2021,8,2021-10-31,CHI,22,1,SFO,33,4.0,39.5,55,1,0,0
2021,8,2021-10-31,CLE,10,1,PIT,15,-4.5,43.0,25,0,1,0
2021,8,2021-10-31,CLT,31,1,OTI,34,-3.0,51.0,65,1,0,0
2021,8,2021-10-28,CRD,21,1,GNB,24,-6.5,50.5,45,0,1,0
2021,8,2021-10-31,DEN,17,1,WAS,10,-3.5,45.0,27,0,1,0
2021,8,2021-10-31,DET,6,1,PHI,44,3.5,48.0,50,1,0,0
2021,8,2021-10-31,HTX,22,1,RAM,38,16.0,46.5,60,1,0,0
2021,8,2021-11-01,KAN,20,1,NYG,17,-10.0,52.0,37,0,1,0
2021,8,2021-10-31,MIN,16,1,DAL,20,-3.0,51.5,36,0,1,0
2021,8,2021-10-31,NOR,36,1,TAM,27,4.5,49.0,63,1,0,0
2021,8,2021-10-31,NYJ,34,1,CIN,31,11.0,43.0,65,1,0,0
2021,8,2021-10-31,SDG,24,1,NWE,27,-4.5,49.5,51,1,0,0
2021,8,2021-10-31,SEA,31,1,JAX,7,-3.5,44.5,38,0,1,0
2021,9,2021-11-07,CAR,6,1,NWE,24,3.5,41.0,30,0,1,0
2021,9,2021-11-07,CIN,16,1,CLE,41,-2.5,47.5,57,1,0,0
2021,9,2021-11-04,CLT,45,1,NYJ,30,-10.5,46.0,75,1,0,0
2021,9,2021-11-07,DAL,16,1,DEN,30,-10.0,48.5,46,0,1,0
2021,9,2021-11-07,JAX,9,1,BUF,6,14.5,48.5,15,0,1,0
2021,9,2021-11-07,KAN,13,1,GNB,7,-7.5,48.0,20,0,1,0
2021,9,2021-11-07,MIA,17,1,HTX,9,-5.5,46.5,26,0,1,0
2021,9,2021-11-07,NOR,25,1,ATL,27,-6.0,41.5,52,1,0,0
2021,9,2021-11-07,NYG,23,1,RAI,16,3.0,46.5,39,0,1,0
2021,9,2021-11-07,PHI,24,1,SDG,27,1.5,49.0,51,1,0,0
2021,9,2021-11-08,PIT,29,1,CHI,27,-6.5,38.5,56,1,0,0
2021,9,2021-11-07,RAM,16,1,OTI,28,-7.5,52.5,44,0,1,0
2021,9,2021-11-07,RAV,34,1,MIN,31,-6.0,50.5,65,1,0,0
2021,9,2021-11-07,SFO,17,1,CRD,31,-3.5,45.0,48,1,0,0
2021,10,2021-11-14,CLT,23,1,JAX,17,-10.0,47.5,40,0,1,0
2021,10,2021-11-14,CRD,10,1,CAR,34,-10.5,43.0,44,1,0,0
2021,10,2021-11-14,DAL,43,1,ATL,3,-8.0,55.0,46,0,1,0
2021,10,2021-11-14,DEN,13,1,PHI,30,-2.0,46.0,43,0,1,0
2021,10,2021-11-14,GNB,17,1,SEA,0,-3.5,49.5,17,0,1,0
2021,10,2021-11-11,MIA,22,1,RAV,10,7.5,46.5,32,0,1,0
2021,10,2021-11-14,NWE,45,1,CLE,7,-2.5,45.0,52,1,0,0
2021,10,2021-11-14,NYJ,17,1,BUF,45,13.0,47.5,62,1,0,0
2021,10,2021-11-14,OTI,23,1,NOR,21,-3.0,44.0,44,0,0,1
2021,10,2021-11-14,PIT,16,1,DET,16,-6.0,41.0,32,0,1,0
2021,10,2021-11-14,RAI,14,1,KAN,41,2.5,52.0,55,1,0,0
2021,10,2021-11-14,SDG,20,1,MIN,27,-3.0,53.5,47,0,1,0
2021,10,2021-11-15,SFO,31,1,RAM,10,4.0,49.5,41,0,1,0
2021,10,2021-11-14,WAS,29,1,TAM,19,9.5,51.0,48,0,1,0
2021,11,2021-11-18,ATL,0,1,NWE,25,7.0,47.0,25,0,1,0
2021,11,2021-11-21,BUF,15,1,CLT,41,-7.0,49.5,56,1,0,0
2021,11,2021-11-21,CAR,21,1,WAS,27,-3.5,43.0,48,1,0,0
2021,11,2021-11-21,CHI,13,1,RAV,16,5.0,43.5,29,0,1,0
2021,11,2021-11-21,CLE,13,1,DET,10,-12.5,42.5,23,0,1,0
2021,11,2021-11-21,JAX,10,1,SFO,30,6.5,45.0,40,0,1,0
2021,11,2021-11-21,KAN,19,1,DAL,9,-2.5,56.5,28,0,1,0
2021,11,2021-11-21,MIN,34,1,GNB,31,1.0,47.0,65,1,0,0
2021,11,2021-11-21,NYJ,17,1,MIA,24,3.5,44.5,41,0,1,0
2021,11,2021-11-21,OTI,13,1,HTX,22,-10.0,44.5,35,0,1,0
2021,11,2021-11-21,PHI,40,1,NOR,29,-2.5,42.5,69,1,0,0
2021,11,2021-11-21,RAI,13,1,CIN,32,1.0,50.5,45,0,1,0
2021,11,2021-11-21,SDG,41,1,PIT,37,-5.5,47.5,78,1,0,0
2021,11,2021-11-21,SEA,13,1,CRD,23,-2.5,47.0,36,0,1,0
2021,11,2021-11-22,TAM,30,1,NYG,10,-11.0,50.0,40,0,1,0
2021,12,2021-11-28,CIN,41,1,PIT,10,-3.5,44.0,51,1,0,0
2021,12,2021-11-28,CLT,31,1,TAM,38,3.0,53.5,69,1,0,0
2021,12,2021-11-25,DAL,33,1,RAI,36,-7.5,51.5,69,1,0,0
2021,12,2021-11-28,DEN,28,1,SDG,13,3.0,47.0,41,0,1,0
2021,12,2021-11-25,DET,14,1,CHI,16,3.0,41.0,30,0,1,0
2021,12,2021-11-28,GNB,36,1,RAM,28,2.0,46.5,64,1,0,0
2021,12,2021-11-28,HTX,14,1,NYJ,21,-2.5,44.5,35,0,1,0
2021,12,2021-11-28,JAX,14,1,ATL,21,2.0,45.5,35,0,1,0
2021,12,2021-11-28,MIA,33,1,CAR,10,2.5,42.0,43,1,0,0
2021,12,2021-11-25,NOR,6,1,BUF,31,6.5,45.0,37,0,1,0
2021,12,2021-11-28,NWE,36,1,OTI,13,-7.0,43.5,49,1,0,0
2021,12,2021-11-28,NYG,13,1,PHI,7,3.5,45.5,20,0,1,0
2021,12,2021-11-28,RAV,16,1,CLE,10,-3.5,47.0,26,0,1,0
2021,12,2021-11-28,SFO,34,1,MIN,26,-3.5,49.0,60,1,0,0
2021,12,2021-11-29,WAS,17,1,SEA,15,0.0,47.0,32,0,1,0
2021,13,2021-12-05,ATL,17,1,TAM,30,10.5,50.5,47,0,1,0
2021,13,2021-12-06,BUF,10,1,NWE,14,-4.0,44.0,24,0,1,0
2021,13,2021-12-05,CHI,22,1,CRD,33,7.5,42.0,55,1,0,0
2021,13,2021-12-05,CIN,22,1,SDG,41,-3.0,49.5,63,1,0,0
2021,13,2021-12-05,DET,29,1,MIN,27,7.0,46.5,56,1,0,0
2021,13,2021-12-05,HTX,0,1,CLT,31,10.0,44.5,31,0,1,0
2021,13,2021-12-05,KAN,22,1,DEN,9,-9.5,47.0,31,0,1,0
2021,13,2021-12-05,MIA,20,1,NYG,9,-6.5,39.5,29,0,1,0
2021,13,2021-12-02,NOR,17,1,DAL,27,5.0,47.5,44,0,1,0
2021,13,2021-12-05,NYJ,18,1,PHI,33,5.0,43.5,51,1,0,0
2021,13,2021-12-05,PIT,20,1,RAV,19,4.5,44.0,39,0,1,0
2021,13,2021-12-05,RAI,15,1,WAS,17,-1.5,48.0,32,0,1,0
2021,13,2021-12-05,RAM,37,1,JAX,7,-13.0,48.0,44,0,1,0
2021,13,2021-12-05,SEA,30,1,SFO,23,3.5,45.5,53,1,0,0
2021,14,2021-12-12,CAR,21,1,ATL,29,-2.5,41.0,50,1,0,0
2021,14,2021-12-12,CIN,23,1,SFO,26,1.5,49.0,49,0,0,1
2021,14,2021-12-12,CLE,24,1,RAV,22,-3.0,42.5,46,1,0,0
2021,14,2021-12-13,CRD,23,1,RAM,30,-2.5,51.5,53,1,0,0
2021,14,2021-12-12,DEN,38,1,DET,10,-11.0,42.0,48,1,0,0
2021,14,2021-12-12,GNB,45,1,CHI,30,-11.5,43.0,75,1,0,0
2021,14,2021-12-12,HTX,13,1,SEA,33,9.0,40.5,46,1,0,0
2021,14,2021-12-12,KAN,48,1,RAI,9,-10.0,48.0,57,1,0,0
2021,14,2021-12-09,MIN,36,1,PIT,28,-3.0,44.0,64,1,0,0
2021,14,2021-12-12,NYJ,9,1,NOR,30,5.5,43.0,39,0,1,0
2021,14,2021-12-12,OTI,20,1,JAX,0,-8.5,43.5,20,0,1,0
2021,14,2021-12-12,SDG,37,1,NYG,21,-9.0,43.0,58,1,0,0
2021,14,2021-12-12,TAM,33,1,BUF,27,-3.5,54.5,60,1,0,0
2021,14,2021-12-12,WAS,20,1,DAL,27,4.5,48.0,47,0,1,0
2021,15,2021-12-19,BUF,31,1,CAR,14,-14.5,43.0,45,1,0,0
2021,15,2021-12-20,CHI,9,1,MIN,17,6.5,44.5,26,0,1,0
2021,15,2021-12-20,CLE,14,1,RAI,16,-3.0,41.0,30,0,1,0
2021,15,2021-12-18,CLT,27,1,NWE,17,-2.5,45.5,44,0,1,0
2021,15,2021-12-19,DEN,10,1,CIN,15,-3.0,44.0,25,0,1,0
2021,15,2021-12-19,DET,30,1,CRD,12,13.0,48.0,42,0,1,0
2021,15,2021-12-19,JAX,16,1,HTX,30,-6.0,40.0,46,1,0,0
2021,15,2021-12-19,MIA,31,1,NYJ,24,-10.0,42.0,55,1,0,0
2021,15,2021-12-19,NYG,6,1,DAL,21,11.5,43.5,27,0,1,0
2021,15,2021-12-21,PHI,27,1,WAS,17,-6.5,42.0,44,1,0,0
2021,15,2021-12-19,PIT,19,1,OTI,13,-1.0,44.0,32,0,1,0
2021,15,2021-12-21,RAM,20,1,SEA,10,-7.0,46.0,30,0,1,0
2021,15,2021-12-19,RAV,30,1,GNB,31,9.5,45.0,61,1,0,0
2021,15,2021-12-16,SDG,28,1,KAN,34,3.0,52.5,62,1,0,0
2021,15,2021-12-19,SFO,31,1,ATL,13,-8.5,48.0,44,0,1,0
2021,15,2021-12-19,TAM,0,1,NOR,9,-11.5,45.5,9,0,1,0
2021,16,2021-12-26,ATL,20,1,DET,16,-6.5,42.0,36,0,1,0
2021,16,2021-12-26,CAR,6,1,TAM,32,9.5,43.0,38,0,1,0
2021,16,2021-12-26,CIN,41,1,RAV,21,-7.0,41.5,62,1,0,0
2021,16,2021-12-25,CRD,16,1,CLT,22,-2.0,49.0,38,0,1,0
2021,16,2021-12-26,DAL,56,1,WAS,14,-10.0,46.5,70,1,0,0
2021,16,2021-12-25,GNB,24,1,CLE,22,-7.5,46.5,46,0,1,0
2021,16,2021-12-26,HTX,41,1,SDG,29,11.0,45.5,70,1,0,0
2021,16,2021-12-26,KAN,36,1,PIT,10,-12.5,46.5,46,0,1,0
2021,16,2021-12-26,MIN,23,1,RAM,30,3.5,49.0,53,1,0,0
2021,16,2021-12-27,NOR,3,1,MIA,20,2.5,37.5,23,0,1,0
2021,16,2021-12-26,NWE,21,1,BUF,33,-1.5,43.5,54,1,0,0
2021,16,2021-12-26,NYJ,26,1,JAX,21,-1.5,41.0,47,1,0,0
2021,16,2021-12-23,OTI,20,1,SFO,17,3.5,44.0,37,0,1,0
2021,16,2021-12-26,PHI,34,1,NYG,10,-10.0,40.5,44,1,0,0
2021,16,2021-12-26,RAI,17,1,DEN,13,0.0,41.0,30,0,1,0
2021,16,2021-12-26,SEA,24,1,CHI,25,-6.5,41.5,49,1,0,0
2021,17,2022-01-02,BUF,29,1,ATL,15,-14.5,44.0,44,0,0,1
2021,17,2022-01-02,CHI,29,1,NYG,3,-6.5,36.5,32,0,1,0
2021,17,2022-01-02,CIN,34,1,KAN,31,4.0,51.5,65,1,0,0
2021,17,2022-01-02,CLT,20,1,RAI,23,-8.0,45.0,43,0,1,0
2021,17,2022-01-02,DAL,22,1,CRD,25,-6.5,52.5,47,0,1,0
2021,17,2022-01-02,GNB,37,1,MIN,10,-13.0,42.5,47,1,0,0
2021,17,2022-01-02,NOR,18,1,CAR,10,-6.5,37.5,28,0,1,0
2021,17,2022-01-02,NWE,50,1,JAX,10,-16.5,41.5,60,1,0,0
2021,17,2022-01-02,NYJ,24,1,TAM,28,13.5,45.5,52,1,0,0
2021,17,2022-01-02,OTI,34,1,MIA,3,-3.0,40.0,37,0,1,0
2021,17,2022-01-03,PIT,26,1,CLE,14,-2.0,42.0,40,0,1,0
2021,17,2022-01-02,RAV,19,1,RAM,20,6.0,46.5,39,0,1,0
2021,17,2022-01-02,SDG,34,1,DEN,13,-7.5,45.0,47,1,0,0
2021,17,2022-01-02,SEA,51,1,DET,29,-7.0,41.5,80,1,0,0
2021,17,2022-01-02,SFO,23,1,HTX,7,-12.5,43.5,30,0,1,0
2021,17,2022-01-02,WAS,16,1,PHI,20,4.5,44.5,36,0,1,0
2021,18,2022-01-09,ATL,20,1,NOR,30,3.5,40.0,50,1,0,0
2021,18,2022-01-09,BUF,27,1,NYJ,10,-16.5,40.5,37,0,1,0
2021,18,2022-01-09,CLE,21,1,CIN,16,-5.5,37.0,37,0,0,1
2021,18,2022-01-09,CRD,30,1,SEA,38,-5.5,48.0,68,1,0,0
2021,18,2022-01-08,DEN,24,1,KAN,28,11.0,45.0,52,1,0,0
2021,18,2022-01-09,DET,37,1,GNB,30,3.0,44.5,67,1,0,0
2021,18,2022-01-09,HTX,25,1,OTI,28,10.5,42.5,53,1,0,0
2021,18,2022-01-09,JAX,26,1,CLT,11,15.0,43.5,37,0,1,0
2021,18,2022-01-09,MIA,33,1,NWE,24,6.0,40.0,57,1,0,0
2021,18,2022-01-09,MIN,31,1,CHI,17,-4.0,44.5,48,1,0,0
2021,18,2022-01-09,NYG,7,1,WAS,22,7.0,37.5,29,0,1,0
2021,18,2022-01-08,PHI,26,1,DAL,51,4.0,43.5,77,1,0,0
2021,18,2022-01-09,RAI,35,1,SDG,32,3.0,49.0,67,1,0,0
2021,18,2022-01-09,RAM,24,1,SFO,27,-3.5,44.5,51,1,0,0
2021,18,2022-01-09,RAV,13,1,PIT,16,-3.5,41.0,29,0,1,0
2021,18,2022-01-09,TAM,41,1,CAR,17,-9.0,41.5,58,1,0,0
2022,1,2022-09-11,ATL,26,1,NOR,27,5.5,43.5,53,1,0,0
2022,1,2022-09-11,CAR,24,1,CLE,26,-1.5,42.0,50,1,0,0
2022,1,2022-09-11,CHI,19,1,SFO,10,6.0,38.0,29,0,1,0
2022,1,2022-09-11,CIN,20,1,PIT,23,-7.0,44.0,43,0,1,0
2022,1,2022-09-11,CRD,21,1,KAN,44,6.5,54.0,65,1,0,0
2022,1,2022-09-11,DAL,3,1,TAM,19,2.0,50.0,22,0,1,0
2022,1,2022-09-11,DET,35,1,PHI,38,6.0,48.5,73,1,0,0
2022,1,2022-09-11,HTX,20,1,CLT,20,7.0,45.5,40,0,1,0
2022,1,2022-09-11,MIA,20,1,NWE,7,-3.0,46.0,27,0,1,0
2022,1,2022-09-11,MIN,23,1,GNB,7,-2.5,46.0,30,0,1,0
2022,1,2022-09-11,NYJ,9,1,RAV,24,6.5,44.0,33,0,1,0
2022,1,2022-09-11,OTI,20,1,NYG,21,-5.0,44.0,41,0,1,0
2022,1,2022-09-08,RAM,10,1,BUF,31,2.5,52.0,41,0,1,0
2022,1,2022-09-11,SDG,24,1,RAI,19,-3.5,52.5,43,0,1,0
2022,1,2022-09-12,SEA,17,1,DEN,16,6.5,44.5,33,0,1,0
2022,1,2022-09-11,WAS,28,1,JAX,22,-3.0,43.0,50,1,0,0
2022,2,2022-09-19,BUF,41,1,OTI,7,-10.0,47.5,48,1,0,0
2022,2,2022-09-18,CLE,30,1,NYJ,31,-6.5,39.5,61,1,0,0
2022,2,2022-09-18,DAL,20,1,CIN,17,7.0,42.0,37,0,1,0
2022,2,2022-09-18,DEN,16,1,HTX,9,-10.0,45.5,25,0,1,0
2022,2,2022-09-18,DET,36,1,WAS,27,-1.5,48.5,63,1,0,0
2022,2,2022-09-18,GNB,27,1,CHI,10,-10.0,41.5,37,0,1,0
2022,2,2022-09-18,JAX,24,1,CLT,0,3.0,45.0,24,0,1,0
2022,2,2022-09-15,KAN,27,1,SDG,24,-4.0,54.0,51,0,1,0
2022,2,2022-09-18,NOR,10,1,TAM,20,2.5,44.0,30,0,1,0
2022,2,2022-09-18,NYG,19,1,CAR,16,-2.0,43.5,35,0,1,0
2022,2,2022-09-19,PHI,24,1,MIN,7,-2.5,50.5,31,0,1,0
2022,2,2022-09-18,PIT,14,1,NWE,17,2.5,40.5,31,0,1,0
2022,2,2022-09-18,RAI,23,1,CRD,29,-5.5,51.5,52,1,0,0
2022,2,2022-09-18,RAM,31,1,ATL,27,-10.0,46.5,58,1,0,0
2022,2,2022-09-18,RAV,38,1,MIA,42,-3.5,44.5,80,1,0,0
2022,2,2022-09-18,SFO,27,1,SEA,7,-9.0,40.5,34,0,1,0
2022,3,2022-09-25,CAR,22,1,NOR,14,2.5,41.0,36,0,1,0
2022,3,2022-09-25,CHI,23,1,HTX,20,-3.0,39.0,43,1,0,0
2022,3,2022-09-22,CLE,29,1,PIT,17,-4.5,38.5,46,1,0,0
2022,3,2022-09-25,CLT,20,1,KAN,17,5.5,51.0,37,0,1,0
2022,3,2022-09-25,CRD,12,1,RAM,20,3.5,48.5,32,0,1,0
2022,3,2022-09-25,DEN,11,1,SFO,10,1.5,44.5,21,0,1,0
2022,3,2022-09-25,MIA,21,1,BUF,19,4.5,53.0,40,0,1,0
2022,3,2022-09-25,MIN,28,1,DET,24,-6.0,52.5,52,0,1,0
2022,3,2022-09-25,NWE,26,1,RAV,37,2.5,44.0,63,1,0,0
2022,3,2022-09-26,NYG,16,1,DAL,23,-1.0,39.0,39,0,0,1
2022,3,2022-09-25,NYJ,12,1,CIN,27,6.0,45.0,39,0,1,0
2022,3,2022-09-25,OTI,24,1,RAI,22,2.0,45.5,46,1,0,0
2022,3,2022-09-25,SDG,10,1,JAX,38,-3.0,42.5,48,1,0,0
2022,3,2022-09-25,SEA,23,1,ATL,27,-1.0,42.0,50,1,0,0
2022,3,2022-09-25,TAM,12,1,GNB,14,-1.0,42.0,26,0,1,0
2022,3,2022-09-25,WAS,8,1,PHI,24,6.0,47.5,32,0,1,0
2022,4,2022-10-02,ATL,23,1,CLE,20,1.0,47.5,43,0,1,0
2022,4,2022-10-02,CAR,16,1,CRD,26,-1.0,43.5,42,0,1,0
2022,4,2022-09-29,CIN,27,1,MIA,15,-3.5,47.5,42,0,1,0
2022,4,2022-10-02,CLT,17,1,OTI,24,-3.5,43.0,41,0,1,0
2022,4,2022-10-02,DAL,25,1,WAS,10,-3.0,41.5,35,0,1,0
2022,4,2022-10-02,DET,45,1,SEA,48,-3.5,48.0,93,1,0,0
2022,4,2022-10-02,GNB,27,1,NWE,24,-9.5,40.0,51,1,0,0
2022,4,2022-10-02,HTX,24,1,SDG,34,6.0,45.0,58,1,0,0
2022,4,2022-10-02,NOR,25,1,MIN,28,3.5,42.0,53,1,0,0
2022,4,2022-10-02,NYG,20,1,CHI,12,-3.0,39.0,32,0,1,0
2022,4,2022-10-02,PHI,29,1,JAX,21,-6.5,45.5,50,1,0,0
2022,4,2022-10-02,PIT,20,1,NYJ,24,-3.5,41.5,44,1,0,0
2022,4,2022-10-02,RAI,32,1,DEN,23,-2.5,45.5,55,1,0,0
2022,4,2022-10-02,RAV,20,1,BUF,23,3.0,51.0,43,0,1,0
2022,4,2022-10-03,SFO,24,1,RAM,9,-1.5,42.5,33,0,1,0
2022,4,2022-10-02,TAM,31,1,KAN,41,-1.0,46.0,72,1,0,0
2022,5,2022-10-09,BUF,38,1,PIT,3,-14.0,45.5,41,0,1,0
2022,5,2022-10-09,CAR,15,1,SFO,37,6.5,39.5,52,1,0,0
2022,5,2022-10-09,CLE,28,1,SDG,30,1.0,47.0,58,1,0,0
2022,5,2022-10-09,CRD,17,1,PHI,20,5.0,49.0,37,0,1,0
2022,5,2022-10-06,DEN,9,1,CLT,12,-3.0,42.0,21,0,1,0
2022,5,2022-10-09,GNB,22,1,NYG,27,-8.0,41.5,49,1,0,0
2022,5,2022-10-09,JAX,6,1,HTX,13,-7.0,43.5,19,0,1,0
2022,5,2022-10-10,KAN,30,1,RAI,29,-7.0,51.5,59,1,0,0
2022,5,2022-10-09,MIN,29,1,CHI,22,-7.5,44.0,51,1,0,0
2022,5,2022-10-09,NOR,39,1,SEA,32,-5.0,45.0,71,1,0,0
2022,5,2022-10-09,NWE,29,1,DET,0,-3.0,45.5,29,0,1,0
2022,5,2022-10-09,NYJ,40,1,MIA,17,3.5,45.0,57,1,0,0
2022,5,2022-10-09,RAM,10,1,DAL,22,-5.5,42.0,32,0,1,0
2022,5,2022-10-09,RAV,19,1,CIN,17,-3.5,47.5,36,0,1,0
2022,5,2022-10-09,TAM,21,1,ATL,15,-10.0,46.5,36,0,1,0
2022,5,2022-10-09,WAS,17,1,OTI,21,2.0,43.0,38,0,1,0
2022,6,2022-10-16,ATL,28,1,SFO,14,4.5,45.0,42,0,1,0
2022,6,2022-10-13,CHI,7,1,WAS,12,1.0,38.0,19,0,1,0
2022,6,2022-10-16,CLE,15,1,NWE,38,-2.5,43.0,53,1,0,0
2022,6,2022-10-16,CLT,34,1,JAX,27,-1.5,41.0,61,1,0,0
2022,6,2022-10-16,GNB,10,1,NYJ,27,-7.5,45.0,37,0,1,0
2022,6,2022-10-16,KAN,20,1,BUF,24,2.5,54.0,44,0,1,0
2022,6,2022-10-16,MIA,16,1,MIN,24,3.0,45.5,40,0,1,0
2022,6,2022-10-16,NOR,26,1,CIN,30,3.0,43.0,56,1,0,0
2022,6,2022-10-16,NYG,24,1,RAV,20,5.5,45.5,44,0,1,0
2022,6,2022-10-16,PHI,26,1,DAL,17,-6.5,42.0,43,1,0,0
2022,6,2022-10-16,PIT,20,1,TAM,18,9.5,46.0,38,0,1,0
2022,6,2022-10-16,RAM,24,1,CAR,10,-10.0,41.5,34,0,1,0
2022,6,2022-10-17,SDG,19,1,DEN,16,-4.5,45.5,35,0,1,0
2022,6,2022-10-16,SEA,19,1,CRD,9,2.5,50.5,28,0,1,0
2022,7,2022-10-23,CAR,21,1,TAM,3,13.0,39.5,24,0,1,0
2022,7,2022-10-23,CIN,35,1,ATL,17,-6.5,47.0,52,1,0,0
2022,7,2022-10-20,CRD,42,1,NOR,34,-2.5,44.0,76,1,0,0
2022,7,2022-10-23,DAL,24,1,DET,6,-6.5,49.0,30,0,1,0
2022,7,2022-10-23,DEN,9,1,NYJ,16,1.5,37.0,25,0,1,0
2022,7,2022-10-23,JAX,17,1,NYG,23,-3.0,43.5,40,0,1,0
2022,7,2022-10-23,MIA,16,1,PIT,10,-7.5,44.5,26,0,1,0
2022,7,2022-10-24,NWE,14,1,CHI,33,-8.5,40.5,47,1,0,0
2022,7,2022-10-23,OTI,19,1,CLT,10,-2.5,41.5,29,0,1,0
2022,7,2022-10-23,RAI,38,1,HTX,20,-7.0,46.0,58,1,0,0
2022,7,2022-10-23,RAV,23,1,CLE,20,-6.5,45.5,43,0,1,0
2022,7,2022-10-23,SDG,23,1,SEA,37,-4.5,50.5,60,1,0,0
2022,7,2022-10-23,SFO,23,1,KAN,44,1.0,49.0,67,1,0,0
2022,7,2022-10-23,WAS,23,1,GNB,21,4.5,41.5,44,1,0,0
2022,8,2022-10-30,ATL,37,1,CAR,34,-4.0,41.0,71,1,0,0
2022,8,2022-10-30,BUF,27,1,GNB,17,-10.5,47.0,44,0,1,0
2022,8,2022-10-31,CLE,32,1,CIN,13,3.0,45.0,45,0,0,1
2022,8,2022-10-30,CLT,16,1,WAS,17,-3.0,39.5,33,0,1,0
2022,8,2022-10-30,DAL,49,1,CHI,29,-10.0,42.5,78,1,0,0
2022,8,2022-10-30,DET,27,1,MIA,31,3.5,51.5,58,1,0,0
2022,8,2022-10-30,HTX,10,1,OTI,17,3.5,39.0,27,0,1,0
2022,8,2022-10-30,JAX,17,1,DEN,21,-2.0,40.5,38,0,1,0
2022,8,2022-10-30,MIN,34,1,CRD,26,-3.5,48.5,60,1,0,0
2022,8,2022-10-30,NOR,24,1,RAI,0,1.5,49.5,24,0,1,0
2022,8,2022-10-30,NYJ,17,1,NWE,22,2.5,40.0,39,0,1,0
